message
Enviado por um seguidor :Exclusivo.Bom dia.2 caras vestidos de palhaços ontem a noite roubaram as armas dos guardas municipais que faziam a segurança do posto médico aqui no bairro Coroa do Meio!! Polícia nas ruas a procura dos marginais !!!  Surreal isso...
Enviado por um seguidor :Agora:Três caras em posse de um veículo Jetta Branco que estava aterrorizando cometendo assaltos foram presos.Estavam de posse de três pistolas. Foram encaminhados para Deplan Norte.
"Enviado por uma seguidora :Meu  esposo foi  assaltado quem achar uma carteira com todos documentos dele Douglas  Rodríguez da Silva, foi  no  Marcos Freire 2 o  assalto na avenida do sesc! Ligar pra esse numero  988682932"
Gente bom dia.meu esposo acabou de ser  assaltado aqui  no marcos freire 2  proximo ao mercearia dois irmãos na avenida do sesc   se alguem  encontrar uma carteira com os documentos  no nome de douglas rodrigues da silva por favor entrar em contato com o numero 988682932 nao importa dinheiro nada  somente os docuumentos que e muito importante obrigada a todos um bom dia. #Lamentavel
"Prefeituras de Telha e Propriá têm as contas bloqueadasA Justiça determinou o bloqueio das contas das prefeituras de Telha e Propriá.Nas duas prefeituras, qualquer pagamento só pode ser feito mediante autorização judicial.O bloqueio das contas é resultado da Operação Antidesmonte, do Tribunal de Contas e do Minisério Público do Estado."
"Acabaram de assaltar o carro de um colega nosso em Itabaianano zangue, ele é de Aracaju e foi passear em Itabaiana.Gol G6 prata 2013 placa OER-5474.Caso alguém tenha notícias entrar em contato com 07998815-0573 (Matheus) divulguem aí por favor.????"
"Enviado por um seguidor :Cuidado :Boa tarde , eu gostaria que publicassem mas não me identifiquem. Atenção moradores do bairro Suissa mais precisamente na rua Leonel Curvelo próximo a avosos e a clínica de fisioterapia que tem um vagabundo em uma cg preta roubando celulares das mulheres que andam pela rua , hoje ele por volta das 9:40 fez outra vítima.Lembrando ele anda sozinho e bem vestido , se você costuma andar por esse local deixe o aparelho em casa. Já é o segundo assalto que ele realiza em menos de uma semana e ele é bastante agressivo!"
"Enviado por uma seguidora :Me ajude a divulgar por favor, uma moto jet mais vermelha da placa QKU 0114 roubada ontem por volta das 20:30 no Albano Franco. Homem trabalha que necessita muito da sua moto para o trabalho e serve também a casa do senhor. Qualquer dúvida, entrar em contato (079) 99602-0312 EzequielDesde já, muito obrigada!"
"Me ajude a divulgar por favor, uma moto jet mais vermelha da placa QKU 0114 roubada ontem por volta das 20:30 no Albano Franco. Homem trabalhar q necessita muito da  moto para o trabalho e servir tb a casa do senhor. Qualquer dúvida, entrar em contato (079) 99602-0312 Ezequiel"
"Enviado por um seguidor :Senhor LADRÃO que estourou o vidro lateral do carro de minha esposa agora a pouco no estacionamento da farmácia pague menos da avenida Paulo VI, ao lado do viaduto Marcelo Déda.Sei que com a nossa polícia trabalhando da forma que está, o seu ""trabalho"" está muito desgastante, porque sem segurança nas ruas vocês são obrigado a furtar e roubar os pertences de trabalhadores honestos.O que me faz escrever esse texto não é pelo notebook, celular, os óculos, o valor em dinheiro superior a 400,00 e o prejuízo de ter que colocar uma nova janela no carro, mas os arquivos que foram perdidos de toda minha vida profissional. Até porque O SENHOR achou pouco e levou também meu HD externo contendo parte do backup das minhas informações. Só peço encarecidamente que se o SENHOR tiver sensibilidade me devolva pelo menos esse HD externo para que eu possa trabalhar, comprar um novo notebook, um celular e conseguir juntar algum dinheiro pra que o SENHOR possa me furtar/roubar novamente. Agradeço antecipadamente e me solidarizo com o SENHOR por ter que ""trabalhar"" até tarde da noite por conta da insegurança de nosso Estado e da nossa Capital.Grato.Número pra contato.  9.9988-9998"
EXCLUSIVO ARACAJU AGORA NOTÍCIAS :Enviado por um seguidor :Hoje no centro de Aracaju.Preso na manhã de hoje por invasão de domicílio e furto em flagrante delito pela GUARDA Municipal de Aracaju.
Esaoto foi roubada agora no povoado lagoa grande
Um assassinato agora em maruim
"Bom dia, gostaria que divulgasse isso:Assalto na frente do IFS Aracaju, ontem por volta das 22h no horário de saída dos estudantes. Dois elementos de moto levaram os pertences de alguns alunos e muitos entraram correndo pra dentro do instituto. As ruas laterais são escuras e não tem policiamento."
"Senhor LADRÃO que estourou o vidro lateral do carro de minha esposa agora a pouco no estacionamento da farmácia pague menos da avenida Paulo VI, ao lado do viaduto Marcelo Déda.Sei que com a nossa polícia trabalhando da forma que está, o seu ""trabalho"" está muito desgastante, porque sem segurança nas ruas vocês são obrigado a furtar e roubar os pertences de trabalhadores honestos.O que me faz escrever esse texto não é pelo notebook, celular, os óculos, o valor em dinheiro superior a 400,00 e o prejuízo de ter que colocar uma nova janela no carro, mas os arquivos que foram perdidos de toda minha vida profissional. Até porque O SENHOR achou pouco e levou também meu HD externo contendo parte do backup das minhas informações. Só peço encarecidamente que se o SENHOR tiver sensibilidade me devolva pelo menos esse HD externo para que eu possa trabalhar, comprar um novo notebook, um celular e conseguir juntar algum dinheiro pra que o SENHOR possa me furtar/roubar novamente. Agradeço antecipadamente e me solidarizo com o SENHOR por ter que ""trabalhar"" até tarde da noite por conta da insegurança de nosso Estado e da nossa Capital.Grato"
"Enviado por uma seguidora :Minha mãe acabou de ser assaltada (Ela tá bem) levaram os documentos dela e os óculos.Foi ali perto da avenida Osvaldo Aranha e os ladrões foram em direção ao Agamenon. Caso alguém ache algum documento em nome de Josefa Maria ou um óculos, por favor entrem em contato. Ela precisa muito dos óculos pra trabalhar, então caso achem por ai jogado ou numa bolsinha rosa, é dela :/Quem puder ajudar compartilhando, eu agradeço!"
"Enviado por um seguidor :Na manhã de hoje, fomos acionados para ocorrência policial na cidade de Pacatuba, em apoio ao Grupo de Ações Táticas do Interior (GATI). Nossa missão, ?realizar buscas por homens armados em fuga? que estariam de posse de um veículo, tomado de assalto do gerente de uma agência bancária daquele município.Após 25 minutos de voo entre Aracaju e Pacatuba, já nos encontrávamos em patrulhamento na região da ocorrência. Iniciamos as buscas na área de zona rural, momento em que localizamos o veículo em uma estrada vicinal. Prontamente acionamos o GATI e realizamos a abordagem em conjunto, constatando ser o veículo procurado. Após abordagem e identificação, o carro ficou aos Cuidados da PMSE e da Polícia Civil.Continuamos com as buscas aos suspeitos e permanecemos de prontidão.#GTA"
"PM prende condutor que levou carro furtado para a vistoria do Detran.A Polícia Militar do Estado de Sergipe, por meio da Companhia de Polícia de Trânsito (CPTran), prendeu na manhã da segunda-feira, 31, no pátio do Detran, um homem de 30 anos, que estava em posse de um veículo com restrição de furto.Por volta das 6h, funcionários do Detran acionaram a CPTran, informando que um carro com restrição de furto havia sido levado para a vistoria. De imediato, os policiais abordaram o proprietário do veículo Gol, de cor branca e constatando o informado.A guarnição Águia 03, formada pelos cabos José Osvaldo Santos Passos e Robson Alves, deu voz de prisão ao condutor, que foi detido e encaminhado à Delegacia de Roubo e Furto de Veículos (DRFV) para as averiguações necessárias.PM/SE"
"EXCLUSIVO ARACAJU AGORA NOTÍCIAS Enviado por um seguidor :Boa noite! Hoje às 12:45 sofremos um assalto na loja MANIFESTO no centro de Aracaju,2 meliantes. Fizeram a limpa em tudo que deu para levar no bornal,máquinas de tatuagem,biqueiras,agulhas,tintas para tatuagem,camisas e bonés.Após o assalto,da loja,assaltaram uma moto no outro trecho para fuga. O dono da moto conseguiu perseguir eles com ajuda de um moto boy até a entrada do conjunto Tamandaré em Aracaju. Caso alguém saiba de alguma informação por favor denuncie ao disk denúncia 181 ou 190, caso alguém conheça algum destes meliantes ou alguém oferecer estes tipos de produtos denunciem."
"Enviado por um seguidor :Lojas Americanas de Estância é arrombada durante a madrugada Durante a madrugada desta sexta feira, 21, mais uma loja do centro comercial de Estância foi vítima da ousadia dos bandidos. Desta feita, o fato foi registrado na Rua Capitão Salomão, e vitimou às Lojas Americanas, no coração do centro da cidade.Segundo informações do delegado regional de Estância, Dr Alan Faustino, policiais da DERPOL do município estão em diligências para tentar localizar os ladrões. Uma equipe da polícia técnica da capital já foi acionada para fazer a perícia.De acordo com relatos, foram subtraídos aparelhos de TV da loja.Nos últimos quatro meses, outras lojas de grande porte, a exemplo do FASOUTO, GBarbosa e Todo Dia, também foram arrombadas com o mesmos modos operandi.Imagens do circuito de câmaras do município poderão ajudar a localizar os bandidos."
"Enviado por um seguidor :Tentativa de sequestro a gerente de banco?Uma tentativa de sequestro a um gerente foi registrada na manhã de hoje(26) entre os municípios de  Japaratuba e Pacatuba?.?Segundo as primeiras informações, é que bandidos armados que estavam conduzindo um veículo Peugeot, simulou um acidente para forçar o gerente a diminuir a velocidade do seu veículo, quando  um Renault Clio de cor preta trancou o seu veículo tentando ocasionar um sequestro o fazendo-o como refém?.?De acordo com informações tem uma força tarefa da polícia com ajuda do GTA(Grupamento Tático Aéreo) à procura pelos criminosos suspeitos dessa tentativa de sequestro, já que um dos veículos utilizados na ação tem como cidade de origem da placa o município de Pacatuba?."
"Enviado por um seguidor :GETAM/CPMC através da equipe escorpião Comando recupera na manhã desta quinta-feira, no bairro industrial, o veiculo ONIX Branco que havia sido tomado de assalto na capital sergipana.O veículo estava circulando com placa diferente, pertencente a outro veículo onix."
Enviado por um seguidor :CARRO ROUBADO É RECUPERADO NA CAPITAL??Policiais militares por meio da guarnição Tatico comando recupera caminhonete S10 após ter sido roubada na rotula do Bairro Orlando Dantas com frente ao Gelâo?.?Veículo foi recuperado no Conjunto Augusto Franco?.FONTE- ?PMSE?
"Enviado por um seguidor :PM prende indivíduo na madrugada por roubo a loja no Centro de AracajuNa madrugada desta sexta-feira, 21, por volta das 3h, a Polícia Militar de Sergipe, por meio do Batalhão de Policiamento Turístico (BPTur), prende um indivíduo conhecido como um dos principais arrombadores de lojas do centro comercial da cidade de Aracaju, na Rua Lagarto, Centro da cidade.A guarnição Golfinho 01 foi acionada pelo Centro Integrado de Operações em Segurança Pública (Ciosp/190), recebendo a informação que um cidadão estava em cima de um telhado num estabelecimento do Centro. Imediatamente a guarnição se dirigiu ao local e constatou o fato, pegando o sujeito em flagrante. O indivíduo é o Rafael Santana Filizola, que segundo o proprietário da loja, já é a terceira vez que o autor do roubo invade sua loja e consegue subtrair objetos.Com o Rafael, estavam três rádios transmissores HT, uma antena interna, um aparelho de DVD portátil, um conjunto de caixas de som para computador e celular, um retrovisor de moto e uma mochila preta.A guarnição conduziu o autor do crime com os objetos subtraídos para a Delegacia Plantonista Sul para seguirem com os procedimentos legais.PM/SE"
"Enviado por um seguidor :PM prende indivíduo na madrugada por roubo a loja no Centro de AracajuNa madrugada desta sexta-feira, 21, por volta das 3h, a Polícia Militar de Sergipe, por meio do Batalhão de Policiamento Turístico (BPTur), prende um indivíduo conhecido como um dos principais arrombadores de lojas do centro comercial da cidade de Aracaju, na Rua Lagarto, Centro da cidade.A guarnição Golfinho 01 foi acionada pelo Centro Integrado de Operações em Segurança Pública (Ciosp/190), recebendo a informação que um cidadão estava em cima de um telhado num estabelecimento do Centro. Imediatamente a guarnição se dirigiu ao local e constatou o fato, pegando o sujeito em flagrante. O indivíduo é o Rafael Santana Filizola, que segundo o proprietário da loja, já é a terceira vez que o autor do roubo invade sua loja e consegue subtrair objetos.Com o Rafael, estavam três rádios transmissores HT, uma antena interna, um aparelho de DVD portátil, um conjunto de caixas de som para computador e celular, um retrovisor de moto e uma mochila preta.A guarnição conduziu o autor do crime com os objetos subtraídos para a Delegacia Plantonista Sul para seguirem com os procedimentos legais.PM/SE"
Enviado por um seguidor :CARRO ROUBADO É ENCONTRADO EM NOSSA SENHORA DO SOCORRO??GUARDA MUNICIPAL DE SOCORRO ATRAVÉS DO GRUPAMENTO *ROPE? ?ENCONTRA CARRO ROUBADO NA ENTRADA DA MANTEIGA - SOCORRO - SE CARRO ESSE QUE FOI ENCONTRADO TOTALMENTE QUEIMADO.FONTE- ?PMSE?
"Como não houve o flagrante, o suspeito foi liberado. A Polícia Civil, através da Delegacia de Roubos e Furtos (Derof), elucidou o roubo cometido contra duas lojas de roupas no dia 24 de outubro, no conjunto Jardim Centenário, em Aracaju (SE).Os policiais prenderam em flagrante o receptador, Marleyson Lima da Silva, 24 anos, e conduziram à delegacia Luis Fernando Bispo Santos, 18, autor do crime.De acordo com a delegada Juliana Alcoforado, o flagrante foi realizado no momento em que Marleyson recebia um dos celulares roubados, como forma de pagamento para realizar uma tatuagem em Luis Fernando. Por conta da legislação eleitoral, o autor do crime não foi preso, já que não foi preso em flagrante.http://jornaldesergipe.com.br/2016/10/suspeito-de-assaltos-e-liberado-por-causa-da-legislacao-eleitoral.html"
"O assalto aconteceu na noite da última quarta-feira (26/10), por volta das 20h, no restaurante chinês Shíp?n D?ng, localizado na Tancredo Neves, em Aracaju (SE).Dois homens entraram no estabelecimento e anunciaram o assalto. No momento em que os assaltantes recolhiam os aparelhos, dois clientes reagiram e atiraram em direção aos assaltante. Após a reação, a dupla fugiu em uma motocicleta, abandonando os pertences das vítimas. A polícia foi acionada e localizou um dos indivíduos, menor de idade, baleado no Hospital de Urgência de Sergipe (Huse). Na delegacia, foi confeccionado para o menor auto de infração por roubo majorado. O caso foi registrado na Delegacia Plantonista.http://jornaldesergipe.com.br/2016/10/dupla-anuncia-assalto-em-restaurante-e-clientes-revidam-atirando-um-foi-baleado.html"
"Enviado por um seguidor :O QUE FAZER NUMA SITUACÃO DESTA?Policiais de Monte Alegre prenderam um dos integrantes de uma quadrilha de roubo de gado que vinha agindo no Sertão de Sergipe. Esta quadrilha é composta por 03 elementos de Monte Alegre e 02 de Poço Redondo, segundo relato do integrante que foi preso no Assentanento Barra da Onça em Poço Redondo. Eu sou vítima da ação dessa quadrilha, pois tive meu gado roubado também. Fiquei sabendo que na Delegacia de Glória, este elemento que foi preso e delatou o nome dos demais, foi liberado, porque não foi preso em flagrante. Seus comparsas sequer foram ouvidos. Procurei o delegado de Poço Redondo e pedi a ele que tomasse alguma providência para que os acusados falassem aonde estava o meu gado. O delegado disse que meu gado já era e que os mesmos não iriam falar. Eu pedi que ele investigasse. Ele perguntou se queria que colocasse no inquérito que era eu quem os estava acusando de roubarem o meu gado? Eu respondi que achava que era obrigação da polícia desvendar este roubo, já que são treinados e pagos para isto e eu sou apenas um mero assentado, que não tenho como me defender, que não possuo armas e temo pela minha vida, sem contar que não tenho proteção estatal nenhuma e vejo que vai ficar tudo por isto mesmo, eu sabendo quem roubou meu gado e não poder fazer nada. Lamento toda esta situação, no que peço providências ao Governador do Estado. Por: Bebeto da Barra da Onça - Assentado da Barra da Onça em Poço Redondo."
"Enviado por um seguidor :A Polícia Militar de Sergipe, por meio da 4ª Companhia do 3º Batalhão da Polícia Militar (4ª Cia/3° BPM), comandada pelo capitão Rogério Prado, efetivou a recuperação de duas motocicletas, na tarde desse domingo, 31, por volta das 15h30,  nas imediações do Povoado Riacho Doce, na cidade de Itabaiana, região do agreste sergipano.As Equipes Guepardo 03 e Força Tática 01 foram informadas, por meio do Centro Integrado de Operações em Segurança Pública (Ciosp/190), que infratores estavam rondando a localidade em duas motocicletas. Imediatamente, as guarnições realizaram diligências. Quando os infratores perceberam a aproximação da polícia, sacaram uma arma de fogo e efetuaram disparos contra os policiais.Houve perseguição e, após a troca de tiros, os infratores fugiram pelo matagal, deixando uma motocicleta Honda/CG, vermelha e uma motoneta modelo Shineray/Phoenix, vermelha. As duas motocicletas foram apreendidas e o caso foi encaminhado à Delegacia de Itabaiana.Com informações Ascom PM/SE"
"MOTO ROUBADA NO BAIRRO JOSÉ CONRADO DE ARAÚJO:CG Titan 150 vermelha, placa: NVI5485."
"Enviado por um seguidor :- A resposta do Povo !- Compartilhem por favor !A comunidade quilombola Mussuca, está abalada moralmente com o que foi divulgado pelo site NOTÍCIAS DA HORA, pois tenta de todas as formas denigrir a imagem e a moral de todos os moradores do povoado Mussuca, que é conhecida mundialmente como o berço da cultura sergipana e Brasileira, tendo como destaques: Samba de párea, são Gonçalo, Futebol, etc.Diante, da insegurança que se instalou no Brasil a fora, o município de Laranjeiras não ficou de fora, ocorrem diariamente vários crimes tipificados no Código Penal Brasileiro, diga-se de passagem, ARCAICO, merecendo a muito tempo de uma reforma. Pois cidadãos e comunidades são diuturnamente prejudicadas com tamanha violência e culpabilidade por crimes que não cometeram.Pois bem, bandidos vem cometendo diversos crimes, crimes como tráfico de entorpecentes, formação de quadrilha, assalto a mão armada, homicídios e etc. bandidos de todas as idades e de todas as regiões, não quer dizer que os bandidos são do povoado Mussuca. Apenas usam o povoado como rota de fuga, para não serem apanhados pela polícia. Foram presos cinco homens ,pela polícia civil , suspeitos de realizarem assaltos em uma topic, que realizava transporte de passageiros na Br 101, próximo ao povoado Mussuca, “localidade conhecida  pelo tráfico de drogas”, fato totalmente reprovável, pois   quatro dos bandidos residem na cidade de Laranjeiras, e apenas um reside no povoado Mussuca, sendo o HERIVÂNIO MONTEIRO DOS SANTOS, conhecido como Eric, de 19 anos , que como relatou a polícia, não estava envolvido no assalto a topic realizado no último dia 20 de outubro de 2016.Portanto, nós moradores do povoado Mussuca repudiamos, a divulgação feita pelo site, de que o povoado seja um recanto da criminalidade, pois neste recanto moram famílias de boa índole, pais de família que merecem o total respeito de todos os órgãos que compõem a sociedade."
"Um homem foi preso em flagrante na noite de segunda-feira (31) após roubar um cliente que estava em frente a uma pizzaria localizada na Av. Hermes Fontes, no Bairro São José em Aracaju (SE).De acordo com informações da Polícia Militar (PM), a vítima estava com a família quando o criminoso se aproximou e pediu a ele a chave de uma caminhonete que estava estacionada na região. Como o alvo não era o proprietário do veículo, o criminoso roubou apenas o celular dele.A vítima denunciou que o criminoso utilizou uma arma de fogo para ameaçá-lo e, após o roubo, saiu caminhando como se nada tivesse acontecido. Minutos depois do crime, a vítima ligou para o próprio celular e quem atendeu foi um policial. Eles se encontraram e a vítima reconheceu o preso que estava na viatura como o homem que o roubou. O caso foi encaminhado para a Delegacia Plantonista Sul."
Enviado por uma seguidora:Favor compartilhem:A Pouco instante foi roubada na Farolandia uma moto  CG FAN 150 PRETA PLACA  OEO 8492 .
"Enviado por um seguidor:Batalhão do Agreste? 3° BPM recupera veículo roubado, após troca de tiros, na zona rural de Areia Branca.A Polícia Militar através da 1a/3° BPM, comandada pelo Cap PM J. Nascimento, efetivou nesta quarta, 26,  por volta das 18h nas imediações do Povoado Chico Gomes em Areia Branca, a recuperação de veículo roubado.A Equipe do Destacamento Policial, comandada pelo Sgt PM Rinaldo,  recebeu informação que um  veículo GM, Corsa, branco, tinha acabado de ser roubado, por três infratores, no Povoado Pedrinhas e que a vítima tinha sido tomada como refém.Após diligências, a polícia localizou a vítima e momentos após, identificaram  veículo em deslocamento, iniciando o acompanhamento,  havendo troca de tiros, quando os infratores abandonaram o veículo e lograram êxito na fuga. O veículo foi apreendido e encaminhado a Delegacia de Areia Branca."
"Carro Fiat Uno Mille HZN 3643 ROUBADO no estacionamento do Huse em frente à Urgência na segunda feira dia 17/10 as 14:13hs, divulguem por Favor!"
Pessoal vocês sabem o que está acontecendo pro lado sentindo Aruana e Mosqueiro? Muitos carros da polícia  passando pela avenida Melicio nesse sentindo
Pessoal vocês sabem o que está acontecendo pro lado sentindo Aruana e Mosqueiro? Muitos carros da polícia  passando pela avenida Melicio nesse sentindo
"Enviado por um seguidor :Hoje à tarde em Riachuelo, na Rua de Nono, bandidos encostaram um caminhão e levaram toda a mobília de uma casa, aproveitando-se  que a proprietária da mesma estava no trabalho!"
"Enviado por um seguidor :Boa noite..Homero. pela manhã houve uma movimentação estranha em uma loja de produtos naturais da barão de maruim,  dois caras chegaram num gol vermelho modelo antigo e o outro ficou no carro com a porta aberta, não demorou muito e eles saíram e alguns minutos depois a polícia chegou no local.Alguém sabe informar se houve assalto no local?"
Padaria no conjunto Médici é assaltada duas vezes em um fim de semana - Balanço Geral SETelevisão Atalaia.
"Anuncie sua empresa ou negócios aqui no Aracaju Agora Notícias de um up na sua empresa, mais informações inbox????."
"Enviado por uma seguidora :Boa noite.Um alerta para os policiais que fazem ronda pela av Rio de janeiro!Pois está tendo muito assalto por caras de bicicleta.E pra completar presenciei três elementos de bicicleta,um com um bornal nas costas,os três de pele escura fazendo pichação nos muros."
